station,timestamp,temperature_celsius,relative_humidity_pct,delta_t_celsius,wind_speed_kmh,soil_moisture_pct,rain_prob_pct,crop_stage_sensitivity,readiness_score,spray_window_safe,ground_truth_safe,is_correct,rationale
Mandya (Sugarcane Basin),2026-09-06T04:00,21.6,94.0,0.74,7.3,14.87,1.0,0.5,0.0,False,False,True,"Delta-T 0.7°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 14.9% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T05:00,21.0,96.0,0.49,7.6,14.93,0.0,0.5,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 14.9% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T06:00,20.6,97.0,0.36,6.9,14.97,0.0,0.5,0.0,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T07:00,22.4,87.0,1.66,8.8,15.0,0.0,0.5,0.0,False,False,True,"Delta-T 1.7°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T08:00,24.3,78.0,2.91,7.6,14.97,0.0,0.5,0.0,False,False,True,"Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T09:00,26.1,69.0,4.28,6.3,14.9,0.0,0.5,0.0,False,False,True,"Soil moisture 14.9% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T10:00,28.0,60.0,5.8,6.0,14.73,0.0,0.5,0.0,False,False,True,"Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T11:00,29.6,51.0,7.47,5.6,14.47,0.0,0.5,0.0,False,False,True,"Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T12:00,31.0,45.0,8.77,8.1,14.27,0.0,0.5,0.0,False,False,True,"Delta-T 8.8°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.3% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T13:00,31.8,41.0,9.68,10.3,14.03,0.0,0.5,0.0,False,False,True,"Delta-T 9.7°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T14:00,32.1,40.0,9.94,12.4,13.83,0.0,0.5,0.0,False,False,True,"Delta-T 9.9°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 13.8% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T15:00,32.0,40.0,9.92,13.2,13.77,4.0,0.5,0.0,False,False,True,"Delta-T 9.9°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 13.8% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T16:00,31.7,40.0,9.87,11.6,13.7,9.0,0.5,0.0,False,False,True,"Delta-T 9.9°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 13.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T17:00,30.8,46.0,8.55,7.8,13.67,12.0,0.5,0.0,False,False,True,"Delta-T 8.6°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 13.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T18:00,28.5,51.0,7.32,11.4,13.7,11.0,0.5,0.0,False,False,True,"Soil moisture 13.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T19:00,27.2,56.0,6.34,15.9,13.67,7.0,0.5,0.0,False,False,True,"Wind speed 15.9 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 13.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T20:00,25.9,66.0,4.7,15.1,13.7,4.0,0.5,0.0,False,False,True,"Wind speed 15.1 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 13.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T21:00,25.0,73.0,3.64,14.2,13.77,2.0,0.5,0.0,False,False,True,"Soil moisture 13.8% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T22:00,24.2,78.0,2.91,12.3,13.77,1.0,0.5,0.0,False,False,True,"Soil moisture 13.8% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T23:00,23.7,81.0,2.48,11.5,13.8,0.0,0.5,0.0,False,False,True,"Soil moisture 13.8% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T00:00,16.1,95.0,0.6,6.9,28.97,1.0,0.5,0.001,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 29.0% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T01:00,16.1,91.0,1.06,6.7,28.8,0.0,0.5,0.001,False,False,True,"Delta-T 1.1°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 28.8% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T02:00,16.0,88.0,1.4,6.7,28.63,0.0,0.5,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 28.6% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T03:00,16.1,87.0,1.52,6.3,28.5,0.0,0.5,0.001,False,False,True,"Delta-T 1.5°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 28.5% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T04:00,16.1,86.0,1.63,6.0,28.37,0.0,0.5,0.001,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 28.4% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T05:00,16.3,86.0,1.63,5.2,28.23,0.0,0.5,0.001,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 28.2% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T06:00,16.5,85.0,1.76,4.7,28.13,0.0,0.5,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 28.1% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T07:00,18.8,80.0,2.42,5.3,28.0,0.0,0.5,0.026,False,False,True,"Soil moisture 28.0% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T08:00,20.4,73.0,3.37,4.4,27.83,0.0,0.5,0.0,False,False,True,"Soil moisture 27.8% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T09:00,21.6,74.0,3.31,6.6,27.6,0.0,0.5,0.0,False,False,True,"Soil moisture 27.6% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T10:00,22.2,72.0,3.61,8.0,27.33,0.0,0.5,0.0,False,False,True,"Soil moisture 27.3% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T11:00,22.3,72.0,3.61,6.9,27.1,4.0,0.5,0.0,False,False,True,"Soil moisture 27.1% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T12:00,22.9,76.0,3.12,7.2,28.8,31.0,0.5,0.05,False,False,True,"Soil moisture 28.8% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-05T13:00,23.1,75.0,3.26,9.0,32.8,67.0,0.5,0.0,False,False,True,Rain probability 67.0% > 40% (chemical wash-off risk)
Munnar (Highland Tea),2026-09-05T14:00,21.7,82.0,2.28,11.5,34.3,94.0,0.5,0.0,False,False,True,Rain probability 94.0% > 40% (chemical wash-off risk)
Munnar (Highland Tea),2026-09-05T15:00,19.8,88.0,1.47,7.1,35.67,100.0,0.5,0.0,False,False,True,"Delta-T 1.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 100.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-05T16:00,19.5,90.0,1.22,6.2,34.63,100.0,0.5,0.0,False,False,True,"Delta-T 1.2°C < 2.0°C (excess humidity, spray runoff) | Rain probability 100.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-05T17:00,18.7,95.0,0.61,6.3,36.47,98.0,0.5,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 98.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-05T18:00,18.0,98.0,0.24,7.9,37.2,89.0,0.5,0.0,False,False,True,"Delta-T 0.2°C < 2.0°C (excess humidity, spray runoff) | Rain probability 89.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-05T19:00,17.7,99.0,0.13,7.1,36.57,76.0,0.5,0.0,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 76.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-05T20:00,17.5,100.0,0.01,7.0,34.53,61.0,0.5,0.0,False,False,True,"Delta-T 0.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 61.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-05T21:00,17.1,100.0,0.01,6.8,33.5,42.0,0.5,0.001,False,False,True,"Delta-T 0.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 42.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-05T22:00,16.7,100.0,0.01,7.2,32.87,20.0,0.5,0.002,False,False,True,"Delta-T 0.0°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-05T23:00,16.3,97.0,0.37,7.6,32.43,4.0,0.5,0.001,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T00:00,15.8,93.0,0.82,7.2,32.07,0.0,0.5,0.001,False,False,True,"Delta-T 0.8°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T01:00,15.6,91.0,1.05,6.8,31.83,0.0,0.5,0.001,False,False,True,"Delta-T 1.1°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T02:00,15.9,88.0,1.4,6.7,31.63,0.0,0.5,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T03:00,15.9,88.0,1.4,6.1,31.43,0.0,0.5,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T04:00,15.8,88.0,1.4,6.0,31.27,0.0,0.5,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T05:00,15.7,88.0,1.39,5.9,31.13,0.0,0.5,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T06:00,15.9,88.0,1.4,5.4,31.0,0.0,0.5,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T07:00,18.3,83.0,2.04,6.3,30.9,0.0,0.5,0.933,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Munnar (Highland Tea),2026-09-06T08:00,19.9,77.0,2.84,5.4,30.73,0.0,0.5,0.938,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Munnar (Highland Tea),2026-09-06T09:00,21.4,72.0,3.56,6.4,30.53,1.0,0.5,0.939,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Munnar (Highland Tea),2026-09-06T10:00,22.4,72.0,3.62,9.2,30.3,4.0,0.5,0.921,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Munnar (Highland Tea),2026-09-06T11:00,22.9,69.0,4.05,11.0,30.07,12.0,0.5,0.908,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Munnar (Highland Tea),2026-09-06T12:00,22.9,68.0,4.19,11.2,29.87,29.0,0.5,0.05,False,False,True,"Soil moisture 29.9% < 30% (xylem tension collapsed, stomata shut)"
Munnar (Highland Tea),2026-09-06T13:00,22.7,68.0,4.17,11.0,29.67,51.0,0.5,0.0,False,False,True,"Soil moisture 29.7% < 30% (xylem tension collapsed, stomata shut) | Rain probability 51.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-06T14:00,22.3,71.0,3.74,10.8,30.0,69.0,0.5,0.0,False,False,True,Rain probability 69.0% > 40% (chemical wash-off risk)
Munnar (Highland Tea),2026-09-06T15:00,20.9,81.0,2.38,11.2,32.07,80.0,0.5,0.0,False,False,True,Rain probability 80.0% > 40% (chemical wash-off risk)
Munnar (Highland Tea),2026-09-06T16:00,18.9,92.0,0.97,8.7,33.37,88.0,0.5,0.0,False,False,True,"Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 88.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-06T17:00,18.3,97.0,0.36,8.2,33.5,90.0,0.5,0.0,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff) | Rain probability 90.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-06T18:00,17.7,98.0,0.24,8.1,32.53,86.0,0.5,0.0,False,False,True,"Delta-T 0.2°C < 2.0°C (excess humidity, spray runoff) | Rain probability 86.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-06T19:00,17.3,100.0,0.01,8.0,32.03,76.0,0.5,0.0,False,False,True,"Delta-T 0.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 76.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-06T20:00,17.0,99.0,0.13,7.0,31.7,63.0,0.5,0.0,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 63.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-06T21:00,16.6,99.0,0.13,7.1,31.4,45.0,0.5,0.0,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 45.0% > 40% (chemical wash-off risk)"
Munnar (Highland Tea),2026-09-06T22:00,16.0,100.0,0.02,6.9,31.2,24.0,0.5,0.002,False,False,True,"Delta-T 0.0°C < 2.0°C (excess humidity, spray runoff)"
Munnar (Highland Tea),2026-09-06T23:00,15.9,95.0,0.6,7.6,31.0,8.0,0.5,0.002,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff)"
Jaisalmer (Thar Desert),2026-09-05T00:00,28.2,68.0,4.58,9.9,15.47,0.0,0.3,0.0,False,False,True,"Soil moisture 15.5% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T01:00,28.0,70.0,4.27,12.6,15.63,0.0,0.3,0.0,False,False,True,"Soil moisture 15.6% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T02:00,27.2,74.0,3.63,15.6,15.73,0.0,0.3,0.0,False,False,True,"Wind speed 15.6 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 15.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T03:00,26.1,77.0,3.14,16.0,15.83,0.0,0.3,0.0,False,False,True,"Wind speed 16.0 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 15.8% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T04:00,25.4,79.0,2.83,15.4,15.93,0.0,0.3,0.0,False,False,True,"Wind speed 15.4 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 15.9% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T05:00,24.9,81.0,2.53,14.1,16.03,0.0,0.3,0.0,False,False,True,"Soil moisture 16.0% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T06:00,24.5,83.0,2.24,12.9,16.17,0.0,0.3,0.0,False,False,True,"Soil moisture 16.2% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T07:00,25.0,81.0,2.53,11.8,16.3,0.0,0.3,0.0,False,False,True,"Soil moisture 16.3% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T08:00,26.2,76.0,3.28,12.3,16.3,0.0,0.3,0.0,False,False,True,"Soil moisture 16.3% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T09:00,27.9,69.0,4.41,12.1,16.17,0.0,0.3,0.0,False,False,True,"Soil moisture 16.2% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T10:00,29.6,63.0,5.48,11.5,15.93,0.0,0.3,0.0,False,False,True,"Soil moisture 15.9% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T11:00,31.3,57.0,6.65,10.7,15.57,0.0,0.3,0.0,False,False,True,"Soil moisture 15.6% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T12:00,32.7,52.0,7.71,11.1,15.23,0.0,0.3,0.0,False,False,True,"Soil moisture 15.2% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T13:00,33.8,48.0,8.62,11.4,14.97,0.0,0.3,0.0,False,False,True,"Delta-T 8.6°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T14:00,34.4,46.0,9.12,10.5,14.77,0.0,0.3,0.0,False,False,True,"Delta-T 9.1°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.8% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T15:00,34.7,44.0,9.58,11.5,14.7,0.0,0.3,0.0,False,False,True,"Delta-T 9.6°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T16:00,34.4,44.0,9.53,11.7,14.67,0.0,0.3,0.0,False,False,True,"Delta-T 9.5°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T17:00,33.8,46.0,9.02,11.4,14.7,0.0,0.3,0.0,False,False,True,"Delta-T 9.0°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T18:00,32.6,51.0,7.88,9.4,14.77,0.0,0.3,0.0,False,False,True,"Soil moisture 14.8% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T19:00,30.9,57.0,6.6,8.9,14.87,0.0,0.3,0.0,False,False,True,"Soil moisture 14.9% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T20:00,30.0,60.0,6.0,10.2,14.97,0.0,0.3,0.0,False,False,True,"Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T21:00,29.3,62.0,5.61,8.3,15.1,0.0,0.3,0.0,False,False,True,"Soil moisture 15.1% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T22:00,28.9,63.0,5.42,9.3,15.17,0.0,0.3,0.0,False,False,True,"Soil moisture 15.2% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-05T23:00,28.7,63.0,5.4,12.4,15.27,0.0,0.3,0.0,False,False,True,"Soil moisture 15.3% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T00:00,28.3,65.0,5.05,11.8,15.4,0.0,0.3,0.0,False,False,True,"Soil moisture 15.4% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T01:00,27.9,67.0,4.71,15.1,15.5,0.0,0.3,0.0,False,False,True,"Wind speed 15.1 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 15.5% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T02:00,27.2,72.0,3.92,16.4,15.6,0.0,0.3,0.0,False,False,True,"Wind speed 16.4 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 15.6% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T03:00,26.2,78.0,3.0,16.2,15.7,0.0,0.3,0.0,False,False,True,"Wind speed 16.2 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 15.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T04:00,25.3,82.0,2.41,15.9,15.83,0.0,0.3,0.0,False,False,True,"Wind speed 15.9 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 15.8% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T05:00,24.7,84.0,2.11,12.6,15.93,0.0,0.3,0.0,False,False,True,"Soil moisture 15.9% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T06:00,24.3,86.0,1.83,12.9,16.07,0.0,0.3,0.0,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 16.1% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T07:00,24.8,83.0,2.25,12.0,16.17,0.0,0.3,0.0,False,False,True,"Soil moisture 16.2% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T08:00,26.3,77.0,3.15,11.8,16.13,0.0,0.3,0.0,False,False,True,"Soil moisture 16.1% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T09:00,28.3,69.0,4.44,10.9,16.0,0.0,0.3,0.0,False,False,True,"Soil moisture 16.0% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T10:00,30.4,60.0,6.05,9.5,15.73,0.0,0.3,0.0,False,False,True,"Soil moisture 15.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T11:00,32.2,53.0,7.46,8.3,15.37,0.0,0.3,0.0,False,False,True,"Soil moisture 15.4% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T12:00,33.7,48.0,8.61,7.6,15.03,0.0,0.3,0.0,False,False,True,"Delta-T 8.6°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T13:00,34.7,45.0,9.37,9.6,14.73,0.0,0.3,0.0,False,False,True,"Delta-T 9.4°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T14:00,35.3,43.0,9.89,10.9,14.53,0.0,0.3,0.0,False,False,True,"Delta-T 9.9°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T15:00,35.4,43.0,9.91,11.7,14.47,1.0,0.3,0.0,False,False,True,"Delta-T 9.9°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T16:00,35.1,43.0,9.85,12.1,14.47,3.0,0.3,0.0,False,False,True,"Delta-T 9.8°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T17:00,34.5,44.0,9.54,11.9,14.47,4.0,0.3,0.0,False,False,True,"Delta-T 9.5°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T18:00,33.2,49.0,8.34,11.4,14.57,3.0,0.3,0.0,False,False,True,"Delta-T 8.3°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.6% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T19:00,31.6,54.0,7.21,12.9,14.63,1.0,0.3,0.0,False,False,True,"Soil moisture 14.6% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T20:00,30.8,57.0,6.59,13.4,14.73,0.0,0.3,0.0,False,False,True,"Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T21:00,30.0,59.0,6.17,11.7,14.8,0.0,0.3,0.0,False,False,True,"Soil moisture 14.8% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T22:00,29.3,61.0,5.77,11.7,14.93,0.0,0.3,0.0,False,False,True,"Soil moisture 14.9% < 30% (xylem tension collapsed, stomata shut)"
Jaisalmer (Thar Desert),2026-09-06T23:00,28.7,64.0,5.24,11.1,15.03,0.0,0.3,0.0,False,False,True,"Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Kangra (Valley Orchards),2026-09-05T00:00,22.8,89.0,1.4,0.7,31.2,22.0,0.85,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Kangra (Valley Orchards),2026-09-05T01:00,22.7,86.0,1.79,1.4,31.1,20.0,0.85,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Kangra (Valley Orchards),2026-09-05T02:00,22.5,86.0,1.79,0.4,31.07,20.0,0.85,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Kangra (Valley Orchards),2026-09-05T03:00,22.3,86.0,1.78,0.4,31.0,20.0,0.85,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Kangra (Valley Orchards),2026-09-05T04:00,21.0,90.0,1.25,2.2,30.97,21.0,0.85,0.001,False,False,True,"Delta-T 1.2°C < 2.0°C (excess humidity, spray runoff)"
Kangra (Valley Orchards),2026-09-05T05:00,21.5,86.0,1.76,1.4,30.87,25.0,0.85,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Kangra (Valley Orchards),2026-09-05T06:00,20.7,90.0,1.24,1.9,30.83,33.0,0.85,0.001,False,False,True,"Delta-T 1.2°C < 2.0°C (excess humidity, spray runoff)"
Kangra (Valley Orchards),2026-09-05T07:00,21.3,90.0,1.25,3.5,31.7,45.0,0.85,0.0,False,False,True,"Delta-T 1.2°C < 2.0°C (excess humidity, spray runoff) | Rain probability 45.0% > 40% (chemical wash-off risk)"
Kangra (Valley Orchards),2026-09-05T08:00,22.4,91.0,1.14,3.4,31.3,55.0,0.85,0.0,False,False,True,"Delta-T 1.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 55.0% > 40% (chemical wash-off risk)"
Kangra (Valley Orchards),2026-09-05T09:00,23.7,84.0,2.08,2.0,31.0,63.0,0.85,0.0,False,False,True,Rain probability 63.0% > 40% (chemical wash-off risk)
