soil_moisture_pct,delta_t_celsius,wind_speed_kmh,rain_prob_next_48h,crop_stage_sensitivity,target_readiness
25.31,1.41,5.79,13.97,0.5,0
46.7,5.81,11.44,54.39,0.5,0
18.18,3.53,5.92,1.33,0.3,0
45.36,7.15,6.67,40.35,0.2,1
51.06,9.07,12.01,22.98,0.5,0
27.07,4.65,6.48,24.02,0.2,0
35.32,4.32,1.58,13.48,0.3,1
42.29,6.0,10.24,10.67,1.0,1
64.41,7.08,17.42,17.15,0.85,0
34.51,12.5,14.88,48.9,1.0,0
63.54,1.11,7.11,6.35,1.0,0
31.0,12.22,4.48,8.17,0.5,0
38.67,8.57,3.77,8.3,0.85,0
42.71,10.27,6.67,30.82,0.85,0
45.62,4.61,3.77,2.32,0.5,1
36.23,3.86,11.27,9.61,0.2,1
22.64,1.61,22.78,68.94,0.5,0
52.17,3.25,2.45,18.06,0.2,1
49.31,6.78,7.1,41.87,0.2,1
57.79,3.21,25.24,3.24,1.0,0
58.76,5.14,1.29,35.6,0.85,1
29.96,6.27,2.17,47.84,0.85,0
34.15,7.25,7.1,7.19,0.85,1
41.82,12.5,6.84,9.91,0.85,0
32.16,5.09,13.85,35.75,0.5,1
64.28,7.0,7.52,56.19,0.5,0
41.19,4.06,7.28,8.01,0.85,1
42.23,2.52,10.77,48.67,0.3,0
60.02,3.46,12.42,40.89,0.2,1
59.11,4.47,31.1,50.53,0.85,0
66.36,6.25,7.52,17.01,0.2,1
58.84,12.34,8.35,2.23,1.0,0
28.31,4.85,2.75,14.07,1.0,1
61.88,3.68,7.36,7.4,1.0,1
57.79,3.67,3.47,22.99,0.2,1
55.23,5.78,10.59,36.73,0.5,1
51.81,5.7,11.37,37.37,0.3,0
53.54,5.46,16.04,23.84,0.2,0
35.88,4.59,3.18,1.97,0.85,0
27.29,7.44,7.63,74.08,0.85,0
49.67,1.33,8.96,34.27,0.3,0
38.47,6.73,11.25,37.14,0.3,1
57.54,3.86,22.68,10.26,0.85,0
44.42,6.1,1.88,55.21,1.0,0
45.89,6.63,13.96,13.2,0.85,1
43.9,3.63,3.35,2.91,1.0,1
40.7,12.5,8.18,31.36,0.85,0
42.56,2.76,6.75,61.67,1.0,0
52.31,9.68,14.12,2.22,0.2,0
32.53,4.57,12.89,9.14,0.5,1
57.43,8.06,16.02,47.97,0.85,0
54.61,1.69,16.09,64.69,1.0,0
44.5,6.46,7.03,9.67,1.0,1
46.12,4.78,9.45,38.46,0.5,0
26.46,6.78,3.15,35.64,0.85,0
54.42,6.76,7.78,5.61,0.5,1
46.86,7.74,11.13,45.54,0.3,0
48.82,9.58,20.26,27.34,0.2,0
57.61,10.97,6.52,21.48,0.3,0
51.39,1.99,16.44,32.03,0.85,0
48.73,1.56,14.24,2.13,0.2,0
43.43,3.8,9.22,7.97,1.0,1
42.83,5.54,3.18,8.3,0.85,1
56.65,3.89,16.82,40.64,1.0,0
56.76,8.12,3.22,2.36,0.2,1
52.21,10.44,29.17,0.52,0.3,0
47.37,7.5,10.74,39.63,0.5,0
40.82,2.16,11.86,75.07,0.85,0
58.39,9.74,8.2,31.03,1.0,0
19.91,3.53,6.06,0.05,0.2,0
61.19,1.18,8.83,36.47,0.2,0
40.74,2.45,14.93,9.88,0.5,1
58.52,8.04,10.4,78.22,0.2,0
30.3,6.85,2.58,54.91,0.85,0
53.5,4.96,10.62,40.49,0.2,1
51.0,4.08,2.4,51.36,0.85,0
28.58,2.29,2.34,17.08,0.85,1
48.54,3.75,10.85,39.5,0.5,0
44.67,1.95,2.58,7.79,0.5,1
32.49,6.83,12.02,38.19,0.3,0
51.59,7.95,12.91,3.67,0.85,1
38.99,7.02,3.28,9.09,0.3,1
36.47,8.32,9.45,15.04,0.2,0
50.42,5.4,20.69,4.53,1.0,0
36.17,8.12,6.25,46.42,0.85,0
39.81,0.8,5.87,38.26,0.3,0
50.84,4.68,8.18,13.69,0.2,1
43.59,6.92,14.84,8.64,1.0,0
35.34,3.48,11.46,50.56,0.85,0
22.4,4.5,8.2,40.87,1.0,0
39.51,4.57,11.36,52.29,1.0,0
38.89,5.08,11.97,33.13,0.2,1
49.53,2.88,1.0,35.58,1.0,1
37.51,4.58,9.22,22.58,0.5,1
37.8,7.94,3.19,34.14,1.0,1
46.18,2.25,5.2,32.33,0.85,1
32.0,2.98,15.75,32.95,0.2,1
49.41,4.84,11.86,7.56,0.5,1
53.42,6.84,8.62,6.03,0.3,1
65.93,2.26,7.99,11.87,1.0,1
54.55,3.42,6.09,5.98,1.0,1
67.89,10.86,7.9,32.32,1.0,0
49.25,5.16,4.12,19.2,0.85,1
55.69,6.6,9.85,23.78,0.2,1
29.1,8.36,8.35,44.51,0.85,0
44.68,5.18,15.62,36.86,0.85,1
52.4,2.31,5.73,22.54,0.3,1
47.61,4.29,26.32,27.63,0.2,0
39.52,6.83,18.56,12.12,0.3,0
38.71,7.21,9.78,2.63,0.85,1
55.26,3.54,11.51,20.89,1.0,1
53.34,3.33,20.98,24.66,1.0,0
43.9,3.32,6.35,21.48,0.3,1
49.86,7.25,1.75,24.94,0.2,1
35.99,3.71,5.77,58.35,1.0,0
63.75,1.39,2.8,26.61,1.0,0
55.82,4.07,13.93,16.6,0.2,1
52.38,6.75,5.97,34.14,0.85,1
45.84,8.08,3.73,15.38,0.85,0
44.33,3.47,23.09,32.65,0.2,0
48.94,4.8,1.38,40.39,0.2,1
51.32,4.66,24.51,2.59,0.3,0
52.07,4.32,11.47,58.96,0.85,0
43.58,4.3,9.55,3.73,0.85,1
38.23,1.42,11.16,19.45,0.5,0
57.0,6.27,19.67,25.15,0.5,0
30.79,8.2,3.07,4.62,0.2,0
30.77,4.38,11.48,35.27,0.2,1
58.8,2.65,8.33,27.82,0.85,1
45.96,5.99,15.5,26.64,0.85,1
27.13,12.3,8.15,18.91,0.3,0
54.08,5.88,7.73,14.18,0.5,1
27.56,5.34,19.01,52.09,0.5,0
36.65,2.79,14.28,3.7,1.0,0
41.42,1.5,5.1,33.12,0.2,0
42.33,4.56,8.52,5.44,1.0,1
19.57,5.9,12.38,22.14,0.5,0
49.78,9.67,5.33,63.56,1.0,0
32.98,5.22,12.67,10.79,0.3,1
33.68,1.74,14.43,9.07,0.2,0
48.88,2.82,14.1,1.37,0.85,1
51.79,5.44,2.92,49.31,0.2,0
51.66,5.43,6.88,25.83,0.3,1
43.51,7.15,25.61,19.8,0.5,0
56.26,3.06,13.11,29.64,0.85,1
22.84,9.83,14.29,17.44,0.85,0
43.97,6.2,12.01,56.72,0.85,0
48.13,3.0,16.47,9.09,1.0,0
49.11,4.21,12.61,34.26,0.2,0
50.78,2.32,10.15,46.68,0.2,0
60.78,7.11,11.02,13.74,0.5,0
51.39,8.75,8.77,38.45,0.2,0
47.15,11.54,3.77,46.25,0.2,0
54.52,4.72,5.14,2.44,0.2,1
51.81,5.57,3.61,2.86,0.5,1
46.36,5.3,13.88,2.27,1.0,1
30.34,8.48,8.3,6.18,0.2,0
56.3,3.22,7.37,6.65,1.0,1
57.51,4.22,5.57,41.12,0.85,1
44.62,5.7,3.77,24.06,1.0,1
46.05,8.21,7.91,37.17,0.85,0
39.04,9.34,6.4,21.36,0.85,0
26.76,7.77,4.76,38.19,1.0,0
50.23,4.43,5.4,37.22,0.2,1
49.78,6.59,16.4,28.55,0.85,0
24.73,4.93,6.68,20.42,0.2,0
63.76,3.69,16.46,10.69,0.2,0
21.83,5.28,16.91,16.38,0.85,0
31.72,12.5,10.6,47.54,0.85,0
37.66,3.18,16.89,6.86,0.2,0
16.27,3.4,18.55,30.11,0.5,0
31.17,4.73,5.13,51.32,0.5,0
50.28,8.05,15.57,72.18,1.0,0
34.62,1.72,21.72,23.99,0.5,0
55.56,7.33,9.26,25.09,0.5,1
57.94,3.61,16.67,23.72,0.2,0
28.23,7.03,10.71,26.81,0.2,0
59.3,5.74,15.15,31.73,0.3,1
34.3,4.15,5.11,71.95,0.85,0
31.93,2.17,4.87,45.57,0.85,0
50.8,8.21,14.9,4.94,0.3,0
34.43,4.65,12.92,14.54,0.85,1
37.31,4.13,16.89,22.57,0.85,0
52.36,3.28,1.49,13.88,0.2,1
46.06,6.01,10.84,58.86,0.2,0
39.6,8.09,8.12,15.42,1.0,1
27.3,4.95,6.74,50.79,1.0,0
49.1,3.28,15.88,8.76,0.5,1
23.26,9.13,6.49,24.2,1.0,0
64.53,2.67,7.29,2.61,1.0,1
46.29,4.5,5.38,36.56,0.3,0
26.86,8.51,22.44,6.96,0.5,0
60.94,4.3,11.0,5.44,0.2,1
37.02,2.08,12.7,10.22,0.2,1
41.13,5.53,23.79,2.41,1.0,0
44.02,9.26,9.72,44.27,0.5,0
34.66,3.64,8.58,8.57,0.85,1
41.48,3.91,8.59,21.89,0.85,0
43.98,8.16,12.61,1.31,0.85,1
45.72,0.8,17.84,36.56,0.85,0
39.91,9.39,13.75,3.13,0.3,0
41.19,3.47,9.34,5.38,0.85,1
32.35,1.78,5.69,36.97,0.5,0
47.13,4.39,15.36,56.16,0.5,0
45.8,6.79,15.12,47.17,0.2,0
14.99,4.15,5.1,27.13,0.5,0
56.21,2.47,11.95,24.31,0.3,1
53.4,8.09,9.78,4.19,0.85,1
52.96,4.57,5.06,13.59,0.5,1
56.67,1.61,6.09,11.91,0.5,0
50.42,1.72,12.75,36.65,0.3,0
25.11,6.02,20.25,3.81,1.0,0
34.79,2.09,11.28,33.07,0.85,0
60.53,11.64,22.56,31.87,0.5,0
50.67,5.19,9.64,56.99,0.85,0
37.03,3.06,15.84,13.7,0.5,1
38.59,3.01,22.61,40.88,0.85,0
45.48,5.07,1.56,38.87,0.85,1
41.21,10.26,1.92,0.31,1.0,0
32.29,3.44,5.53,52.75,0.5,0
60.67,4.25,5.96,2.52,0.2,1
53.94,5.93,9.8,20.44,1.0,1
45.21,4.29,8.97,13.34,0.85,1
51.87,2.05,15.26,7.96,0.2,1
32.31,5.09,9.75,20.49,0.85,1
52.05,3.39,5.87,20.05,0.3,1
48.24,4.16,5.07,11.45,0.2,1
50.29,11.0,6.09,6.55,1.0,0
62.26,4.29,3.86,2.13,1.0,1
40.98,1.13,10.59,27.4,0.5,0
28.03,4.05,5.39,1.62,1.0,1
50.81,4.66,16.21,2.04,0.5,0
47.92,6.73,21.55,29.61,0.2,0
58.76,5.52,7.43,16.12,0.85,1
62.4,5.47,18.94,16.11,1.0,0
55.43,5.73,16.33,22.25,0.5,0
32.65,7.23,9.22,14.88,0.2,1
41.01,2.03,4.5,37.41,0.2,1
40.2,12.5,10.2,75.52,0.3,0
60.24,3.92,13.71,28.04,0.5,1
50.64,2.58,3.59,5.13,0.85,1
44.17,6.02,19.28,14.82,1.0,0
32.8,4.19,13.36,19.07,0.5,1
43.81,7.76,15.19,73.6,0.5,0
40.03,3.49,9.98,23.67,0.5,1
48.17,8.31,5.42,28.43,1.0,0
41.61,2.61,1.59,13.08,0.2,1
33.36,11.71,8.51,20.28,0.5,0
49.35,4.78,2.77,76.45,0.2,0
42.98,10.02,4.54,62.19,0.85,0
40.61,2.37,8.58,41.94,0.2,0
46.6,7.06,9.25,35.38,0.2,1
26.49,6.96,9.07,0.04,0.2,0
42.34,4.38,9.33,3.36,0.2,1
52.04,1.18,6.13,44.74,0.2,0
54.82,7.09,10.81,69.14,1.0,0
40.11,4.02,7.03,1.43,0.85,1
60.2,9.17,8.66,3.21,0.3,0
39.17,7.91,6.3,8.15,0.85,0
59.26,9.15,3.57,37.58,1.0,0
52.67,6.46,3.76,7.93,0.85,1
44.13,5.16,14.1,5.36,0.5,1
30.64,10.21,10.76,21.29,1.0,0
59.81,12.5,1.27,8.85,0.2,0
48.18,4.9,14.95,64.63,1.0,0
39.42,9.07,1.0,12.54,0.85,0
22.0,3.3,3.79,54.09,0.5,0
41.18,2.53,2.85,1.87,0.3,1
62.41,3.33,7.19,1.91,0.2,0
55.24,3.17,4.18,78.11,0.85,0
61.24,7.21,6.12,2.35,0.3,1
28.11,3.7,4.59,61.02,0.85,0
35.06,2.66,14.35,2.37,0.2,1
15.83,2.68,3.66,54.23,0.5,0
46.91,6.39,3.06,42.07,0.85,0
21.21,7.19,5.62,21.09,0.2,0
45.05,6.64,6.74,0.62,0.2,0
50.72,7.04,7.08,33.8,0.3,1
51.57,4.03,1.56,7.8,0.2,0
28.49,12.5,7.51,32.36,0.85,0
29.88,4.08,5.71,40.03,0.5,1
25.34,3.58,9.78,42.87,0.85,0
32.32,7.11,4.99,33.06,0.85,0
38.74,3.99,13.4,16.39,0.5,0
50.48,3.54,12.68,21.09,0.5,1
30.05,4.18,2.86,12.69,1.0,1
32.46,5.41,5.77,35.78,0.85,1
44.84,8.31,7.47,40.22,0.3,0
69.95,1.69,4.63,25.47,0.85,0
61.08,8.34,7.93,31.49,0.2,0
43.5,2.01,13.68,16.84,0.3,1
38.52,2.19,1.0,4.0,0.5,1
69.12,5.57,2.5,20.69,0.5,1
64.45,1.77,14.96,42.32,1.0,0
33.28,3.49,10.46,32.07,0.2,1
30.75,7.84,5.75,2.79,0.85,1
53.11,7.1,25.13,11.18,0.85,0
42.43,8.31,9.76,24.75,0.5,0
60.13,3.35,12.56,3.74,1.0,0
50.71,4.1,17.23,23.68,0.85,0
48.11,2.08,7.27,30.11,0.5,1
57.94,4.17,2.7,50.06,0.5,0
34.63,2.14,24.98,6.74,0.5,0
51.75,12.5,6.04,11.04,0.85,0
59.66,6.1,11.59,18.57,0.85,1
39.91,5.38,3.42,3.63,0.5,1
52.85,3.24,6.9,32.15,0.85,1
45.61,3.07,5.87,19.62,0.85,0
60.04,3.77,21.38,7.78,0.3,0
49.86,5.76,3.19,42.77,0.85,0
62.74,2.55,1.2,14.92,1.0,1
63.03,2.1,10.43,2.74,0.85,1
56.07,0.8,8.36,4.96,0.85,0
24.25,6.18,8.75,14.81,1.0,0
22.22,4.46,7.93,23.75,0.5,0
54.14,3.75,1.45,19.32,1.0,1
53.14,2.53,5.51,18.87,0.5,1
45.0,3.76,16.21,0.56,1.0,0
20.13,9.26,12.71,7.92,1.0,0
41.4,2.97,13.42,17.65,0.3,1
39.05,6.57,18.49,29.97,0.3,0
46.66,7.09,7.02,24.44,0.2,1
26.76,2.41,6.12,33.75,0.2,0
43.59,2.68,15.33,22.72,1.0,1
41.56,4.6,18.1,9.56,0.3,0
67.17,12.5,16.6,21.9,0.85,0
47.7,7.87,11.67,2.74,0.5,1
45.07,4.6,2.59,35.89,0.5,1
30.39,8.02,5.17,46.26,0.5,0
58.92,1.11,18.91,44.19,1.0,0
63.62,4.39,12.05,54.8,0.5,0
60.52,1.07,8.43,13.94,0.2,0
65.21,5.19,11.61,1.77,1.0,1
55.88,6.91,17.41,6.5,1.0,0
65.93,3.48,12.44,15.63,0.2,1
21.18,3.38,7.99,0.58,0.2,0
22.5,4.66,21.4,7.58,0.85,0
47.29,3.65,12.36,32.07,0.85,1
45.16,3.98,14.3,10.86,1.0,1
54.44,8.46,4.11,8.59,0.85,0
46.87,7.11,11.1,1.92,0.5,1
36.59,5.79,15.07,28.68,0.5,1
20.69,1.83,10.92,17.8,0.85,0
44.76,6.36,2.8,21.74,0.5,1
29.24,4.56,2.6,11.57,1.0,1
54.64,0.8,6.84,25.31,0.5,0
57.63,3.68,10.15,22.03,0.3,0
48.95,3.99,14.43,74.09,0.2,0
30.13,9.37,13.15,14.6,0.85,0
49.31,7.72,1.52,57.59,0.2,0
37.89,3.95,6.01,29.01,0.5,1
53.69,10.49,15.43,3.64,0.5,0
45.72,7.41,7.77,50.05,0.3,0
48.97,3.05,1.39,18.0,0.3,1
47.24,3.01,13.68,7.46,0.3,1
43.68,5.15,9.99,16.61,0.85,1
42.87,2.65,3.8,39.69,0.2,1
58.12,11.14,8.79,44.28,0.2,0
42.36,5.23,2.15,23.36,0.2,1
21.22,2.76,17.7,0.9,0.5,0
55.03,9.73,5.3,28.87,0.5,0
36.18,1.05,15.26,46.72,0.2,0
57.24,5.25,13.34,10.45,0.3,1
22.22,4.45,8.54,32.75,0.85,0
43.82,2.07,4.22,11.54,0.85,1
48.21,10.17,17.16,27.51,0.2,0
58.34,3.56,4.95,59.13,0.5,0
37.24,3.3,4.51,31.59,1.0,0
60.21,7.15,5.07,29.26,1.0,1
36.86,5.13,6.09,31.96,0.5,1
46.89,2.82,7.43,20.96,1.0,1
64.16,3.54,25.92,48.76,0.2,0
34.51,9.46,11.53,20.28,1.0,0
35.4,4.16,2.82,40.45,0.2,1
50.08,12.4,2.72,22.28,0.2,0
65.78,2.62,2.36,30.47,0.85,1
54.71,3.85,8.47,11.17,0.85,1
53.89,3.11,7.53,73.57,1.0,0
41.6,6.86,16.23,29.4,0.3,0
56.32,12.5,7.38,32.31,0.5,0
47.21,4.93,8.04,2.16,0.2,1
33.74,5.42,11.05,13.78,0.85,1
36.84,3.74,14.14,20.09,0.2,0
22.26,1.95,14.59,11.13,0.5,0
33.69,4.18,12.8,58.01,0.2,0
51.55,6.06,8.84,0.66,1.0,1
42.82,3.43,19.45,31.85,1.0,0
47.68,2.09,7.83,25.58,0.5,1
42.27,0.8,8.14,45.8,0.2,0
52.32,10.47,15.83,69.02,0.2,0
57.7,3.71,6.75,19.23,0.5,1
38.51,5.92,7.46,16.32,0.85,1
49.88,8.21,5.05,55.83,0.5,0
29.74,9.11,1.17,28.85,0.2,0
34.07,3.38,12.85,31.5,0.2,1
32.6,5.78,1.51,15.27,0.5,1
61.43,6.13,9.35,19.55,0.5,1
51.33,7.58,22.7,42.89,0.85,0
27.78,6.1,10.49,52.47,0.2,0
33.49,5.43,1.59,21.76,0.2,1
33.07,2.65,12.04,8.07,0.5,0
39.93,6.76,13.5,62.07,0.2,0
47.16,4.67,6.58,12.33,0.85,1
62.55,9.79,2.08,48.88,0.3,0
42.32,6.79,6.24,42.29,0.85,0
63.81,1.36,1.69,5.08,0.5,0
45.13,2.54,6.6,21.16,0.5,1
26.89,3.75,14.09,21.04,1.0,0
28.52,4.59,17.97,14.28,0.5,0
60.97,12.5,7.78,32.71,1.0,0
38.05,7.21,18.18,5.66,0.2,0
42.85,3.12,15.97,7.04,1.0,1
43.73,7.32,8.37,25.78,0.2,1
44.91,5.29,17.28,3.21,0.5,0
45.98,7.36,9.16,44.09,0.2,0
37.12,3.96,11.85,13.8,1.0,1
32.27,12.5,1.0,54.09,1.0,0
52.62,10.45,11.11,24.48,0.85,0
46.9,6.65,11.41,33.57,0.2,1
31.32,3.69,6.43,36.8,0.2,1
44.54,7.36,15.05,26.1,0.2,1
51.86,1.95,5.44,13.4,1.0,1
31.14,10.85,10.14,5.73,0.5,0
39.38,9.62,9.06,8.14,1.0,0
64.44,6.24,8.47,26.59,0.85,1
64.77,2.71,1.3,80.15,0.85,0
40.86,3.94,21.83,1.25,0.85,0
58.53,1.1,13.05,23.87,0.5,0
39.21,1.13,1.43,13.93,1.0,0
45.39,4.26,7.14,42.97,0.3,0
64.44,2.55,6.65,32.38,0.2,1
50.87,1.4,6.78,43.88,1.0,0
65.52,3.68,9.55,45.13,0.85,0
68.94,3.87,1.09,52.77,0.3,0
60.59,2.17,4.61,7.01,1.0,1
24.09,5.64,4.2,9.33,1.0,0
41.53,7.99,5.6,34.86,1.0,0
48.84,5.83,15.72,46.85,0.2,0
31.59,4.59,1.93,19.32,0.2,1
48.35,4.81,6.05,34.12,0.85,1
32.01,4.08,18.02,44.22,1.0,0
61.03,3.66,15.05,14.48,0.85,1
32.32,5.76,10.56,10.63,0.85,0
37.78,5.93,5.54,9.56,0.85,1
17.1,4.83,11.42,24.36,0.2,0
45.9,3.74,14.5,35.06,0.2,1
25.81,2.68,6.68,8.32,0.2,0
21.61,1.7,2.21,1.29,0.2,0
36.99,2.68,25.25,23.22,0.5,0
52.6,3.72,7.08,61.3,1.0,0
34.11,3.93,15.55,48.24,1.0,0
44.31,12.5,4.74,31.61,0.5,0
54.71,7.56,15.87,35.36,0.85,1
40.86,5.78,18.93,28.71,1.0,0
48.4,6.65,10.6,13.04,0.85,1
41.48,12.5,14.85,23.44,1.0,0
44.88,3.16,16.72,19.2,0.3,0
28.25,11.13,15.26,70.94,0.3,0
52.73,0.83,19.36,36.55,0.85,0
31.56,4.22,5.63,4.87,0.3,1
55.28,2.45,3.5,53.57,0.85,0
36.03,1.62,16.55,18.99,0.85,0
51.34,9.61,23.99,34.99,0.5,0
25.0,4.18,4.19,6.79,0.3,0
43.44,3.78,12.29,55.32,0.85,0
55.71,4.22,9.64,30.35,1.0,1
41.72,5.15,5.3,66.9,0.85,0
56.54,2.9,12.44,17.53,0.85,1
33.03,1.6,11.39,13.88,0.85,0
45.44,4.61,7.8,2.48,0.85,1
43.61,5.17,1.14,30.4,0.2,1
57.21,10.01,15.11,14.74,0.5,0
48.24,4.51,5.12,31.31,0.2,1
57.69,4.98,12.06,15.97,0.2,1
29.93,2.56,30.49,35.13,0.5,0
29.59,2.57,19.0,18.91,0.3,0
39.86,5.8,8.75,30.84,0.85,1
49.25,7.07,2.85,12.19,0.3,1
40.07,8.31,17.2,1.44,0.2,0
45.95,5.62,1.0,70.86,0.85,0
34.9,2.89,6.41,7.48,0.5,1
30.74,1.74,12.76,31.22,0.85,0
45.33,2.42,14.05,23.12,0.3,1
20.47,5.61,10.1,8.47,0.85,0
31.02,1.87,6.52,31.48,0.2,1
35.6,2.47,3.43,47.74,0.85,0
56.79,3.1,8.9,52.2,1.0,0
50.07,6.34,10.66,21.51,0.85,1
33.42,9.23,23.2,7.97,1.0,0
45.57,4.88,22.75,0.77,0.2,0
38.79,5.41,14.77,48.17,0.2,0
42.56,4.58,3.45,19.88,0.2,1
40.41,4.24,18.57,30.67,0.3,0
29.76,6.02,8.12,9.25,0.5,1
61.17,4.26,2.86,25.6,0.85,1
26.52,10.74,12.21,50.0,1.0,0
58.89,5.24,12.51,5.29,0.5,1
48.07,5.56,3.25,17.74,0.2,1
41.87,4.66,2.41,3.42,0.85,1
48.72,7.28,20.96,70.36,0.85,0
29.65,3.04,11.65,16.55,0.5,1
34.9,2.55,5.67,40.53,0.5,1
46.85,6.75,9.17,23.55,1.0,1
25.47,5.23,11.19,59.98,0.5,0
25.71,6.8,8.62,6.47,0.5,0
40.22,3.91,4.89,15.24,0.85,1
50.94,5.03,2.52,71.45,1.0,0
32.86,3.62,14.82,34.34,0.3,1
35.52,4.53,10.57,15.42,0.5,1
35.11,1.76,1.84,87.55,1.0,0
40.82,1.1,15.3,10.95,0.5,0
51.58,1.95,8.87,9.36,1.0,1
51.77,7.18,8.25,2.72,0.2,1
51.76,7.06,1.64,47.09,0.85,0
33.41,10.99,18.31,24.54,0.3,0
54.33,6.87,3.88,31.8,0.85,1
30.07,3.76,11.09,13.99,0.85,1
33.64,4.6,3.7,58.24,0.2,0
45.74,1.08,12.52,12.5,0.2,0
36.33,3.79,11.07,47.37,1.0,0
51.57,5.04,2.62,40.75,0.5,1
44.88,7.95,4.49,14.68,1.0,1
50.68,4.81,13.49,24.13,0.2,1
47.04,2.32,17.21,4.76,0.5,0
53.7,7.68,7.14,24.62,1.0,1
40.28,3.51,8.3,56.19,0.3,0
33.15,2.87,5.88,18.16,0.2,1
39.82,4.46,22.02,49.25,0.85,0
31.93,3.49,6.48,7.22,0.3,1
34.97,5.04,2.79,14.32,0.85,1
48.2,6.59,5.34,34.98,0.5,1
48.45,3.8,8.7,41.15,1.0,1
41.15,3.84,6.83,0.76,0.3,0
53.11,6.61,8.69,4.84,0.85,1
40.9,6.62,11.45,17.1,0.2,0
39.57,5.3,6.38,20.78,0.5,1
36.17,4.32,8.45,65.67,0.2,0
23.61,8.69,14.86,1.92,0.85,0
53.16,3.11,17.68,56.08,0.85,0
58.92,6.65,13.13,39.25,0.85,1
36.51,3.03,3.83,9.98,0.5,1
51.31,4.96,11.43,14.04,0.85,1
65.23,2.11,18.24,11.37,0.5,0
36.07,5.05,13.3,9.33,0.5,0
55.81,8.96,2.98,44.21,0.2,0
66.45,7.46,10.82,8.72,0.5,1
46.73,1.33,5.72,47.01,0.2,0
22.68,8.77,22.56,21.05,0.2,0
39.26,3.43,8.1,38.81,0.85,1
31.44,6.08,3.98,24.94,0.85,1
47.35,4.61,7.11,63.81,0.2,0
54.3,3.27,5.79,2.37,0.85,1
60.37,5.7,15.0,30.14,1.0,1
44.23,3.34,11.14,81.45,1.0,0
43.21,6.81,5.84,33.32,1.0,1
53.34,3.31,14.21,19.34,1.0,1
50.57,3.09,4.05,57.28,0.85,0
56.04,6.9,4.88,16.15,0.3,1
31.98,12.5,3.16,4.52,0.85,0
64.28,7.86,10.33,35.64,1.0,1
45.41,7.26,1.99,11.69,0.3,1
48.88,4.72,12.25,25.92,0.2,1
19.47,6.59,4.85,54.72,0.3,0
46.39,3.79,11.4,60.27,0.2,0
59.34,9.72,10.75,16.44,1.0,0
39.84,1.62,3.67,41.57,0.5,0
41.68,4.6,2.0,0.72,0.85,1
41.74,4.0,1.87,18.67,0.85,1
53.07,4.74,3.92,1.63,1.0,1
44.35,3.18,9.54,26.11,0.5,1
54.96,5.17,9.75,35.38,0.2,1
55.54,3.12,6.37,26.07,1.0,1
46.18,3.65,2.31,33.27,0.2,1
54.65,6.2,12.46,64.73,0.3,0
45.92,12.5,4.24,55.64,0.3,0
47.94,3.62,12.45,28.46,0.3,1
26.08,5.7,4.3,15.02,0.2,0
39.3,8.47,3.41,39.97,0.85,0
59.26,5.9,15.27,6.42,0.2,1
55.15,4.25,10.96,6.9,0.85,1
54.36,4.21,2.54,4.11,1.0,1
64.22,8.81,2.87,11.9,0.5,0
59.97,1.3,4.86,26.21,0.3,0
44.54,5.15,10.24,33.74,0.85,1
54.21,3.92,17.22,46.55,0.85,0
52.15,1.74,24.13,24.57,0.5,0
20.81,4.87,5.72,28.57,1.0,0
57.63,3.32,11.98,73.91,0.2,0
43.61,2.48,15.84,35.83,0.3,0
35.06,9.35,4.81,10.85,0.2,0
51.85,2.75,8.56,24.9,0.2,1
43.93,2.34,19.19,12.7,1.0,0
65.14,1.95,8.1,32.74,0.5,1
44.63,5.56,10.57,48.07,0.85,0
32.23,5.9,8.23,10.23,1.0,1
35.52,12.5,9.86,46.67,0.85,0
64.54,3.96,19.29,7.75,0.85,0
23.26,3.59,2.55,1.14,0.85,0
61.94,2.29,5.14,72.64,0.85,0
62.75,6.09,8.86,6.11,1.0,1
56.39,1.9,5.33,11.57,1.0,1
61.56,3.29,9.8,19.78,0.85,1
30.46,5.39,4.04,12.01,0.5,1
33.1,3.37,13.27,1.61,1.0,1
27.02,3.31,10.27,15.99,0.3,0
65.9,2.97,7.57,18.86,0.2,1
55.44,9.64,13.11,74.22,0.2,0
55.21,3.2,15.31,27.12,0.5,1
56.54,6.13,22.56,44.28,0.3,0
46.26,3.08,17.67,12.71,0.3,0
53.79,3.57,21.14,9.2,0.5,0
31.38,4.76,12.55,66.09,0.2,0
33.07,9.17,3.86,28.74,1.0,0
36.17,1.1,1.07,42.97,0.85,0
30.05,8.6,8.28,58.81,1.0,0
44.74,2.73,12.2,58.41,0.5,0
56.82,5.11,6.58,7.98,1.0,1
37.55,4.47,12.29,18.68,0.5,0
56.79,2.15,5.4,10.0,0.5,1
47.77,3.33,8.99,14.64,0.85,1
61.93,4.48,8.6,9.09,0.2,1
52.41,2.03,12.29,8.84,0.3,1
15.96,7.64,11.5,17.58,1.0,0
55.5,4.78,8.07,36.47,0.3,0
50.57,3.41,4.81,7.04,0.3,1
47.89,3.85,13.22,33.49,0.85,1
66.75,7.61,11.44,28.97,0.2,0
47.85,8.56,2.59,32.76,0.85,0
45.98,2.85,8.55,69.03,0.3,0
43.37,2.27,10.32,4.59,0.2,1
45.06,6.56,18.06,81.74,0.5,0
48.63,2.46,13.93,36.62,0.5,1
30.28,5.91,2.36,37.45,0.2,1
